exterior_color,interior_color,drivetrain,fuel_type,transmission,engine,vin,mileage,seller,reviews_count,seller_state,new_used,brand,comfort,interior_design,performance,value_for_the_money,exterior_styling,reliability,price,rating,year,model,features
blue,nougat_brown,all_wheel_drive,gasoline,8_speed_automatic,3.0l_v6_24v_gdi_dohc_supercharged,waufgafc8fn042714,111286,prime_motors_llc,,va,used,audi,4.8,4.8,4.8,4.5,4.8,4.6,21990.0,4.4,2015,a6_3.0t_premium_plus,"[""alloy_wheels"", ""bluetooth"", ""brake_assist"", ""leather_seats"", ""memory_seat"", ""navigation_system"", ""premium_sound_system"", ""stability_control""]"
gray,black,all_wheel_drive,gasoline,5_speed_automatic,4.2l_v8_40v_mpfi_dohc_twin_turbo,wuapv64b03n905346,122054,apx_auto_brokers,,wa,used,audi,4.5,4.5,4.8,4.5,4.9,4.1,14991.0,3.7,2003,rs6_quattro,"[""alloy_wheels"", ""brake_assist"", ""homelink"", ""leather_seats"", ""memory_seat"", ""premium_sound_system"", ""stability_control"", ""sunroof/moonroof""]"
midnight_black,black,all_wheel_drive,gasoline,8_speed_automatic,3.0l_v6_24v_gdi_dohc_supercharged,wa1lgafe9fd030126,80095,star_motor_sales,,il,used,audi,4.8,4.5,4.8,4.5,4.6,4.7,24987.0,4.3,2015,q7_3.0t_premium_plus,"[""alloy_wheels"", ""backup_camera"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""heated_steering_wheel"", ""homelink"", ""leather_seats"", ""memory_seat"", ""navigation_system"", ""power_liftgate"", ""premium_sound_system"", ""stability_control"", ""sunroof/moonroof"", ""third_row_seating""]"
monsoon_gray_metallic,black,front_wheel_drive,gasoline,automatic,1.8l_i4_16v_gdi_dohc_turbo,waua7gff0g1066053,39125,ie_auto_exchange,,ca,used,audi,4.7,4.7,4.8,4.5,4.9,4.7,18899.0,3.5,2016,a3_1.8t_premium,"[""alloy_wheels"", ""backup_camera"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""homelink"", ""leather_seats"", ""navigation_system"", ""stability_control""]"
brilliant_black,black,all_wheel_drive,gasoline,6_speed_automatic_with_auto_shift,2.0l_i4_16v_gdi_dohc_turbo,wauefgff4f1124054,64003,avon_auto_brokers,141,ma,used,audi,4.6,4.5,4.6,4.4,4.6,4.4,20795.0,4.8,2015,a3_2.0t_premium_plus,"[""alloy_wheels"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""leather_seats"", ""navigation_system"", ""premium_sound_system"", ""stability_control"", ""sunroof/moonroof""]"
onyx_black,obsidian_black,rear_wheel_drive,gasoline,6_speed_automatic,6.0l_v12_48v_mpfi_dohc,scfad02a26gb04444,63986,kdk_mitsubishi,,oh,used,aston,4.5,4.4,4.3,4.4,4.9,3.9,40991.0,4.3,2006,martin_db9_volante,"[""alloy_wheels"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""leather_seats"", ""navigation_system"", ""stability_control""]"
black,velvet_beige,all_wheel_drive,gasoline,8_speed_automatic,3.0l_v6_24v_gdi_dohc_supercharged,wau3gafd3fn041076,93175,the_car_exchange,,va,used,audi,5.0,4.9,4.8,4.7,4.8,4.7,29499.0,3.6,2015,a8_l_3.0t,"[""alloy_wheels"", ""bluetooth"", ""brake_assist"", ""leather_seats"", ""memory_seat"", ""navigation_system"", ""premium_sound_system"", ""stability_control""]"
glacier_white,black,all_wheel_drive,gasoline,8_speed_automatic,3.0l_v6_24v_gdi_dohc_supercharged,wausgafc7cn031908,98342,united_auto,,ut,used,audi,4.7,4.7,4.6,4.2,4.9,4.5,17999.0,1.0,2012,a7_3.0t_prestige_quattro,"[""alloy_wheels"", ""backup_camera"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""leather_seats"", ""memory_seat"", ""navigation_system"", ""power_liftgate"", ""premium_sound_system"", ""stability_control"", ""sunroof/moonroof""]"
black,,all_wheel_drive,gasoline,8_speed_automatic,3.0l_v6_24v_gdi_dohc_supercharged,wa1cgafexed012944,145135,larry_h._miller_chrysler_jeep_dodge_ram_sandy,413,ut,used,audi,4.8,4.7,4.9,4.6,4.8,4.8,15800.0,5.0,2014,q7_3.0t_premium,"[""alloy_wheels"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""homelink"", ""leather_seats"", ""power_liftgate"", ""premium_sound_system"", ""stability_control"", ""third_row_seating""]"
vulcano_black_metallic,black,all_wheel_drive,gasoline,8_speed_automatic,2.0l_i4_16v_gdi_sohc_turbo,zaspakbn8m7d09350,30051,zeigler_fiat_maserati_alfa_romeo_of_schaumburg,,il,used,alfa,4.6,4.9,5.0,4.8,4.9,5.0,49750.0,3.9,2021,romeo_stelvio_ti_sport,"[""adaptive_cruise_control"", ""alloy_wheels"", ""apple_carplay/android_auto"", ""backup_camera"", ""blind_spot_monitor"", ""bluetooth"", ""brake_assist"", ""heated_steering_wheel"", ""leather_seats"", ""memory_seat"", ""navigation_system"", ""power_liftgate"", ""premium_sound_system"", ""remote_start"", ""stability_control"", ""sunroof/moonroof""]"
blue,,all_wheel_drive,gasoline,8_speed_automatic,2.0l_i4_16v_gdi_dohc_turbo,waulfafr0ca013768,105597,twin_city_auto_mall_inc,,il,used,audi,4.7,4.7,4.5,4.5,4.9,4.6,14995.0,4.7,2012,a5_2.0t_premium_plus,"[""alloy_wheels"", ""brake_assist"", ""leather_seats"", ""premium_sound_system"", ""stability_control"", ""sunroof/moonroof""]"
gray,black,all_wheel_drive,gasoline,8_speed_automatic,4.0l_v8_32v_gdi_dohc_twin_turbo,wuaw2afc2fn900294,153017,mdk_international,,ca,used,audi,5.0,4.5,5.0,4.8,4.5,5.0,37990.0,4.0,2015,rs_7_4.0t_prestige,"[""alloy_wheels"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""homelink"", ""leather_seats"", ""memory_seat"", ""navigation_system"", ""power_liftgate"", ""premium_sound_system"", ""stability_control""]"
gray,,all_wheel_drive,gasoline,8_speed_automatic,2.0l_i4_16v_gdi_dohc_turbo,waucfafh9dn011065,55104,"southfield_quality_cars,_inc",,mi,used,audi,4.6,4.6,4.5,4.5,4.9,4.5,22579.0,4.6,2013,a5_2.0t_premium,"[""alloy_wheels"", ""brake_assist"", ""leather_seats"", ""premium_sound_system"", ""stability_control"", ""sunroof/moonroof""]"
graphite_gray_metallic,black,all_wheel_drive,diesel,automatic,3.0l_tdi_turbocharged_v6_diesel_engine,wa1lmafe3dd003753,79740,jds_auto_purchasing,,mi,used,audi,4.5,4.0,4.1,3.9,4.4,4.1,20999.0,4.2,2013,q7_3.0l_tdi_premium_plus,"[""alloy_wheels"", ""backup_camera"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""homelink"", ""leather_seats"", ""memory_seat"", ""navigation_system"", ""power_liftgate"", ""premium_sound_system"", ""stability_control"", ""third_row_seating"", ""tow_hitch""]"
phantom_black_pearl,black,all_wheel_drive,gasoline,8_speed_automatic,2.0l_i4_16v_gdi_dohc_turbo,waugfafc0dn023207,143255,autoamore,,ca,used,audi,4.8,4.9,4.7,4.6,4.9,4.7,12499.0,4.3,2013,a6_2.0t_premium_plus_quattro,"[""alloy_wheels"", ""bluetooth"", ""brake_assist"", ""leather_seats"", ""memory_seat"", ""premium_sound_system"", ""stability_control""]"
black,pistachio_beige,awd,gasoline,8_speed_automatic,2.0l_i4_16v_gdi_dohc_turbo,wa1lfafpxea054097,86573,action_auto_sales_and_finance_inc.,,ut,used,audi,4.7,4.8,4.7,4.5,4.8,4.7,18995.0,4.3,2014,q5_2.0t_premium_plus,"[""alloy_wheels"", ""backup_camera"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""homelink"", ""leather_seats"", ""navigation_system"", ""premium_sound_system"", ""stability_control"", ""sunroof/moonroof""]"
stromboli_gray_metallic,black_/_tan,all_wheel_drive,gasoline,8_speed_automatic,2.0l_i4_16v_gdi_sohc_turbo,zarfanan7k7598831,35395,off_lease_only_miami,,,used,alfa,4.7,4.7,4.8,4.5,5.0,4.3,31999.0,4.9,2019,romeo_giulia_base,"[""adaptive_cruise_control"", ""alloy_wheels"", ""apple_carplay/android_auto"", ""backup_camera"", ""blind_spot_monitor"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""keyless_start"", ""leather_seats"", ""memory_seat"", ""remote_start"", ""stability_control"", ""usb_port""]"
q_stirling_green,obsidian_black,rear_wheel_drive,gasoline,8_speed_automatic,5.2l_v12_48v_gdi_dohc_twin_turbo,scfrmfev2lgl08173,8191,motor_werks___barrington_auto_mall,587,il,used,aston,,,,,,,199990.0,5.0,2020,martin_db11_amr,"[""alloy_wheels"", ""backup_camera"", ""blind_spot_monitor"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""keyless_start"", ""leather_seats"", ""memory_seat"", ""navigation_system"", ""premium_sound_system"", ""stability_control"", ""usb_port""]"
light_silver_metallic,silver/black,all_wheel_drive,gasoline,6_speed,4.2l_dohc_sefi_v8_engine_w/2_stage_variable_intake_valve_timing,wuarl48h75k900084,60000,classic_auto_sales,,ne,used,audi,4.5,4.9,4.7,4.5,4.8,4.2,17900.0,4.4,2005,s4_s_4_awd,"[""alloy_wheels"", ""brake_assist"", ""heated_seats"", ""homelink"", ""leather_seats"", ""memory_seat"", ""navigation_system"", ""premium_sound_system"", ""stability_control""]"
silver,black,all_wheel_drive,gasoline,8_speed_automatic,3.0l_v6_24v_gdi_dohc_supercharged,wauggafc1dn082909,73496,shift_bay_area,,ca,used,audi,4.8,4.9,4.7,4.6,4.9,4.7,19950.0,3.5,2013,a6_3.0t_premium_plus_quattro,"[""alloy_wheels"", ""bluetooth"", ""brake_assist"", ""leather_seats"", ""memory_seat"", ""navigation_system"", ""premium_sound_system"", ""stability_control""]"
gray,black,all_wheel_drive,gasoline,8_speed_automatic,2.0l_i4_16v_gdi_dohc_turbo,waubfafl0en019542,95955,auto_gallery_chicago,,il,used,audi,4.6,4.6,4.7,4.4,4.8,4.5,14990.0,3.8,2014,a4_2.0t_premium,"[""alloy_wheels"", ""bluetooth"", ""brake_assist"", ""homelink"", ""leather_seats"", ""premium_sound_system"", ""stability_control""]"
silverstone_gray_metallic,black,rear_wheel_drive,gasoline,8_speed_automatic,2.0l_i4_16v_gdi_sohc_turbo,zaspajan0m7d11816,726,tasca_buick_gmc_palm_harbor,136,fl,used,alfa,4.6,4.9,5.0,4.8,4.9,5.0,39500.0,5.0,2021,romeo_stelvio_base,"[""alloy_wheels"", ""apple_carplay/android_auto"", ""backup_camera"", ""bluetooth"", ""brake_assist"", ""keyless_start"", ""leather_seats"", ""memory_seat"", ""power_liftgate"", ""remote_start"", ""stability_control"", ""usb_port""]"
mythos_black_metallic,black,all_wheel_drive,gasoline,8_speed_automatic,3.0l_v6_24v_gdi_dohc_supercharged,wa1ccafp4ga053815,45838,lithia_chrysler_jeep_dodge_ram_fiat_of_eureka,,ca,used,audi,4.6,4.8,4.9,4.6,4.9,4.6,35995.0,4.7,2016,sq5_3.0t_premium_plus,"[""alloy_wheels"", ""backup_camera"", ""blind_spot_monitor"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""homelink"", ""keyless_start"", ""leather_seats"", ""memory_seat"", ""navigation_system"", ""power_liftgate"", ""premium_sound_system"", ""stability_control"", ""sunroof/moonroof""]"
china_gray,aml_chancellor_red,rear_wheel_drive,gasoline,8_speed_automatic,4.0l_v8_32v_gdi_dohc_twin_turbo,scfrmfcw3kgm05277,5214,audi_tampa,18,fl,used,aston,4.0,5.0,5.0,3.0,5.0,4.0,194894.0,4.9,2019,martin_db11_volante,"[""alloy_wheels"", ""backup_camera"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""keyless_start"", ""leather_seats"", ""led_headlights"", ""memory_seat"", ""navigation_system"", ""stability_control"", ""usb_port""]"
silver,black,all_wheel_drive,gasoline,8_speed_automatic,2.0l_i4_16v_gdi_sohc_turbo,zarfaedn0h7536787,30014,kia_of_grand_rapids_north,,mi,used,alfa,4.6,4.7,4.9,4.5,5.0,4.4,33199.0,4.9,2017,romeo_giulia_base,"[""alloy_wheels"", ""backup_camera"", ""bluetooth"", ""brake_assist"", ""keyless_start"", ""leather_seats"", ""remote_start"", ""stability_control"", ""usb_port""]"
black_metallic,black,all_wheel_drive,gasoline,8_speed_automatic,3.0l_v6_24v_gdi_dohc_supercharged,wauhgafc4cn041726,72753,lf_autos,,md,used,audi,4.8,4.7,4.7,4.5,4.7,4.6,19990.0,4.8,2012,a6_3.0t_prestige_quattro,"[""alloy_wheels"", ""bluetooth"", ""brake_assist"", ""homelink"", ""leather_seats"", ""memory_seat"", ""premium_sound_system"", ""stability_control""]"
phantom_black_pearl,black,all_wheel_drive,gasoline,7_speed_automatic_with_auto_shift,4.0l_v8_32v_gdi_dohc_twin_turbo,wauf2afc4dn080730,141067,wells_auto_group,,tx,used,audi,4.5,4.9,4.6,4.5,4.5,4.5,17888.0,3.5,2013,s6_4.0t_prestige_quattro,"[""alloy_wheels"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""homelink"", ""leather_seats"", ""memory_seat"", ""navigation_system"", ""premium_sound_system"", ""stability_control"", ""sunroof/moonroof""]"
black,,all_wheel_drive,gasoline,8_speed_automatic,2.0l_i4_16v_gdi_dohc_turbo,wa1lfafp4ea077195,130658,colorado_motorcars,,co,used,audi,4.7,4.8,4.7,4.5,4.8,4.7,15895.0,2.8,2014,q5_2.0t_premium_plus,"[""alloy_wheels"", ""backup_camera"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""homelink"", ""leather_seats"", ""power_liftgate"", ""premium_sound_system"", ""stability_control"", ""sunroof/moonroof""]"
white,gray,all_wheel_drive,e85_flex_fuel,8_speed_automatic,2.0l_i4_16v_gdi_dohc_turbo_flexible_fuel,waumfafh1fn005803,52586,online_automotive,,az,used,audi,4.8,4.7,4.7,4.6,4.9,4.9,28980.0,4.8,2015,a5_2.0t_premium_plus,"[""alloy_wheels"", ""backup_camera"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""homelink"", ""keyless_start"", ""leather_seats"", ""navigation_system"", ""premium_sound_system"", ""stability_control""]"
alfa_black,black,all_wheel_drive,gasoline,8_speed_automatic,2.0l_i4_16v_gdi_sohc_turbo,zarfanbn2k7612374,23973,alfa_romeo_maserati_of_manhattan,,ny,used,alfa,4.7,4.7,4.8,4.5,5.0,4.3,33000.0,3.5,2019,romeo_giulia_ti,"[""adaptive_cruise_control"", ""alloy_wheels"", ""apple_carplay/android_auto"", ""backup_camera"", ""blind_spot_monitor"", ""bluetooth"", ""brake_assist"", ""heated_steering_wheel"", ""keyless_start"", ""leather_seats"", ""memory_seat"", ""navigation_system"", ""premium_sound_system"", ""remote_start"", ""stability_control"", ""usb_port""]"
graphite_gray_metallic,,all_wheel_drive,gasoline,automatic,intercooled_supercharger_premium_unleaded_v_6_3.0_l/183,wa1lgafe8fd007128,115691,don_franklin_london_ford_lincoln,,ky,used,audi,4.8,4.5,4.8,4.5,4.6,4.7,18723.0,4.6,2015,q7_3.0t_premium_plus,"[""alloy_wheels"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""homelink"", ""leather_seats"", ""power_liftgate"", ""stability_control"", ""sunroof/moonroof"", ""third_row_seating""]"
black,black,front_wheel_drive,gasoline,automatic_cvt,2.0l_i4_16v_gdi_dohc_turbo,wauefaflxdn036179,110867,dfw_unique_auto,,tx,used,audi,4.7,4.7,4.7,4.6,4.9,4.7,13388.0,4.2,2013,a4_2.0t_premium_plus,"[""alloy_wheels"", ""brake_assist"", ""leather_seats"", ""premium_sound_system"", ""stability_control""]"
black,black,all_wheel_drive,gasoline,8_speed_automatic,4.0l_v8_32v_gdi_dohc_twin_turbo,waud2afd7en010365,114575,de_soto_auto_sales,,ks,used,audi,4.9,4.9,4.9,4.7,4.6,4.7,28995.0,4.8,2014,s8_4.0t_quattro,"[""alloy_wheels"", ""bluetooth"", ""brake_assist"", ""leather_seats"", ""memory_seat"", ""navigation_system"", ""premium_sound_system"", ""stability_control"", ""sunroof/moonroof""]"
alfa_black,black,all_wheel_drive,gasoline,8_speed_automatic,2.0l_i4_16v_gdi_sohc_turbo,zarfaeen9j7576371,32533,red_mccombs_hyundai_northwest,,tx,used,alfa,4.6,4.7,5.0,4.8,4.9,4.6,31516.0,4.6,2018,romeo_giulia_ti,"[""alloy_wheels"", ""apple_carplay/android_auto"", ""backup_camera"", ""blind_spot_monitor"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""heated_steering_wheel"", ""homelink"", ""keyless_start"", ""leather_seats"", ""premium_sound_system"", ""remote_start"", ""stability_control"", ""usb_port""]"
rosso,black,rear_wheel_drive,gasoline,8_speed_automatic,2.0l_i4_16v_gdi_sohc_turbo,zarfambn9l7629488,18896,bill_luke_santan,,az,used,alfa,5.0,5.0,5.0,4.7,5.0,4.6,35750.0,4.8,2020,romeo_giulia_ti,"[""alloy_wheels"", ""apple_carplay/android_auto"", ""backup_camera"", ""blind_spot_monitor"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""heated_steering_wheel"", ""keyless_start"", ""leather_seats"", ""memory_seat"", ""remote_start"", ""stability_control"", ""usb_port""]"
black,black,all_wheel_drive,gasoline,8_speed_automatic,3.0l_v6_24v_gdi_dohc_supercharged,wa1lgafe4ed020022,109216,mk_autos,,tx,used,audi,4.8,4.7,4.9,4.6,4.8,4.8,18450.0,4.8,2014,q7_3.0t_premium_plus,"[""alloy_wheels"", ""bluetooth"", ""brake_assist"", ""leather_seats"", ""power_liftgate"", ""premium_sound_system"", ""stability_control"", ""third_row_seating""]"
vesuvio_gray_metallic,black,rear_wheel_drive,gasoline,8_speed_automatic,2.0l_i4_16v_gdi_sohc_turbo,zaspajan1k7c39036,13038,autos_of_dallas,,tx,used,alfa,4.6,4.4,4.7,4.6,4.8,4.5,33880.0,4.3,2019,romeo_stelvio_base,"[""alloy_wheels"", ""apple_carplay/android_auto"", ""backup_camera"", ""bluetooth"", ""brake_assist"", ""keyless_start"", ""leather_seats"", ""memory_seat"", ""power_liftgate"", ""remote_start"", ""stability_control"", ""usb_port""]"
scuba_blue_metallic,black,all_wheel_drive,diesel,8_speed_automatic,3.0l_v6_24v_ddi_dohc_turbo_diesel,wa1lmafe0ed018051,102062,raymond_chevrolet_kia,93,il,used,audi,4.8,4.7,4.9,4.6,4.8,4.8,18994.0,5.0,2014,q7_3.0_tdi_premium,"[""alloy_wheels"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""homelink"", ""leather_seats"", ""power_liftgate"", ""premium_sound_system"", ""stability_control"", ""third_row_seating""]"
samoa_orange,black,all_wheel_drive,gasoline,6_speed_automatic_with_auto_shift,2.0l_i4_16v_gdi_dohc_turbo,trukfafk8d1005314,95882,prestige_auto_mart_of_westport,72,ma,used,audi,3.8,4.8,4.2,4.0,4.2,4.0,19991.0,4.9,2013,tt_2.0t_prestige_quattro,"[""alloy_wheels"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""homelink"", ""leather_seats"", ""navigation_system"", ""premium_sound_system"", ""stability_control""]"
ice_silver_metallic,black,front_wheel_drive,gasoline,automatic_cvt,2.0l_i4_16v_gdi_dohc_turbo,waujf78k79n067774,85306,avon_auto_brokers,141,ma,used,audi,4.7,4.6,4.5,4.3,4.8,4.2,12995.0,4.8,2009,a4_2.0t_premium,"[""alloy_wheels"", ""brake_assist"", ""heated_seats"", ""leather_seats"", ""premium_sound_system"", ""stability_control"", ""sunroof/moonroof""]"
black,velvet_beige,all_wheel_drive,gasoline,8_speed_automatic,2.0l_i4_16v_gdi_dohc_turbo,waugfafc1en022553,60445,carvana_touchless_delivery_to_your_home,,,used,audi,4.8,4.9,4.7,4.5,4.9,4.7,23990.0,4.2,2014,a6_2.0t_premium_plus,"[""alloy_wheels"", ""backup_camera"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""keyless_start"", ""leather_seats"", ""memory_seat"", ""navigation_system"", ""premium_sound_system"", ""stability_control"", ""sunroof/moonroof""]"
black,black,all_wheel_drive,gasoline,8_speed_automatic,3.0l_v6_24v_gdi_dohc_supercharged,wauhgafc8dn087979,65450,carmax_norcross___now_offering_curbside_pickup_and_home_delivery,,ga,used,audi,4.8,4.9,4.7,4.6,4.9,4.7,25998.0,3.5,2013,a6_3.0t_prestige_quattro,"[""alloy_wheels"", ""backup_camera"", ""blind_spot_monitor"", ""bluetooth"", ""brake_assist"", ""leather_seats"", ""memory_seat"", ""navigation_system"", ""premium_sound_system"", ""stability_control""]"
alfa_white,red,all_wheel_drive,gasoline,8_speed_automatic,2.0l_i4_16v_gdi_sohc_turbo,zaspakbn8k7c29575,43979,hanna_imports,,nc,used,alfa,4.6,4.4,4.7,4.6,4.8,4.5,33678.0,4.7,2019,romeo_stelvio_ti_sport,"[""alloy_wheels"", ""apple_carplay/android_auto"", ""backup_camera"", ""blind_spot_monitor"", ""bluetooth"", ""brake_assist"", ""heated_steering_wheel"", ""leather_seats"", ""memory_seat"", ""power_liftgate"", ""premium_sound_system"", ""remote_start"", ""stability_control""]"
deep_sea_blue_pearl,black_/_pearl,all_wheel_drive,gasoline,6_speed_manual,4.2l_v8_32v_gdi_dohc,waurv78t59a046542,53365,21st_century_motors,,ma,used,audi,4.8,4.9,4.8,4.4,4.8,4.6,23888.0,4.7,2009,s5_4.2_quattro,"[""alloy_wheels"", ""bluetooth"", ""brake_assist"", ""homelink"", ""leather_seats"", ""memory_seat"", ""premium_sound_system"", ""stability_control""]"
white,black,all_wheel_drive,gasoline,8_speed_automatic,2.0l_i4_16v_gdi_dohc_turbo,wa1cfafpxea111429,114105,brightway_auto_sales___orange_park,,fl,used,audi,4.7,4.8,4.7,4.5,4.8,4.7,14900.0,3.7,2014,q5_2.0t_premium,"[""alloy_wheels"", ""bluetooth"", ""brake_assist"", ""homelink"", ""leather_seats"", ""premium_sound_system"", ""stability_control""]"
white,red,all_wheel_drive,gasoline,8_speed_automatic,2.0l_i4_16v_gdi_sohc_turbo,zaspakan8k7c52002,45145,platinum_motorcars_of_las_vegas___east,,nv,used,alfa,4.6,4.4,4.7,4.6,4.8,4.5,30500.0,5.0,2019,romeo_stelvio_base,"[""alloy_wheels"", ""apple_carplay/android_auto"", ""backup_camera"", ""bluetooth"", ""brake_assist"", ""keyless_start"", ""leather_seats"", ""memory_seat"", ""power_liftgate"", ""remote_start"", ""stability_control"", ""usb_port""]"
gray,black,all_wheel_drive,gasoline_fuel,8_speed_a/t,272.0hp_3.0l_v6_cylinder_engine_gasoline_fuel,wa1dgafp9fa044101,43900,,,,used,audi,4.7,4.5,4.7,4.3,4.7,4.6,30999.0,4.6,2015,q5_3.0t_premium_plus,"[""alloy_wheels"", ""backup_camera"", ""blind_spot_monitor"", ""bluetooth"", ""heated_seats"", ""keyless_start"", ""leather_seats"", ""led_headlights"", ""memory_seat"", ""navigation_system"", ""power_liftgate"", ""premium_sound_system"", ""remote_start"", ""stability_control"", ""sunroof/moonroof""]"
moonlight_blue_metallic,titanium_gray,all_wheel_drive,diesel,8_speed_automatic,3.0l_v6_24v_ddi_dohc_turbo_diesel,waufmafc9en033592,102400,united_auto_exchange,,il,used,audi,4.8,4.9,4.7,4.5,4.9,4.7,21895.0,4.3,2014,a6_3.0_tdi_premium_plus_quattro,"[""alloy_wheels"", ""bluetooth"", ""brake_assist"", ""leather_seats"", ""memory_seat"", ""navigation_system"", ""premium_sound_system"", ""stability_control""]"
glacier_white_metallic,black,front_wheel_drive,gasoline,6_speed_automatic_with_auto_shift,1.8l_i4_16v_gdi_dohc_turbo,wauccgff2f1097758,28933,vw_audi_of_naples,98,fl,used,audi,4.6,4.5,4.6,4.4,4.6,4.4,23874.0,5.0,2015,a3_1.8t_premium_plus,"[""alloy_wheels"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""leather_seats"", ""navigation_system"", ""stability_control"", ""sunroof/moonroof"", ""usb_port""]"
magnetic_silver,obsidian_black,rear_wheel_drive,gasoline,8_speed_automatic,4.0l_v8_32v_gdi_dohc_twin_turbo,scfsmgbw3mgp05588,1460,long_island_sports_cars___aston_martin_long_island___mclaren_long_island,,ny,used,aston,,,,,,,188888.0,3.5,2021,martin_vantage_base,"[""alloy_wheels"", ""backup_camera"", ""bluetooth"", ""brake_assist"", ""keyless_start"", ""leather_seats"", ""memory_seat"", ""navigation_system"", ""stability_control"", ""usb_port""]"
sebring_silver_metallic,black,front_wheel_drive,gasoline,automatic,2.0l_i4_16v_gdi_dohc_turbo,waunf78p66a003502,143352,starfire_auto_inc.,,ca,used,audi,4.5,4.6,4.9,4.3,4.9,4.6,3880.0,4.4,2006,a3_2.0t,"[""alloy_wheels"", ""brake_assist"", ""homelink"", ""premium_sound_system"", ""stability_control""]"
china_gray,pure_black,rear_wheel_drive,gasoline,7_speed_automatic_with_auto_shift,6.0l_v12_48v_mpfi_dohc,scfekbfr6fgs22013,24008,lexus_of_north_miami,151,fl,used,aston,5.0,5.0,5.0,5.0,5.0,5.0,103998.0,5.0,2015,martin_v12_vantage_s_base,"[""alloy_wheels"", ""backup_camera"", ""bluetooth"", ""brake_assist"", ""leather_seats"", ""memory_seat"", ""navigation_system"", ""stability_control""]"
gray,black,awd,gasoline,6_speed_automatic,3.1l_v6_24v_gdi_dohc,waudh74f98n092089,147415,independence_auto_sales_llc,,nj,used,audi,4.7,4.7,4.5,4.6,4.6,4.5,6999.0,4.2,2008,a6_3.2_quattro,"[""alloy_wheels"", ""bluetooth"", ""brake_assist"", ""leather_seats"", ""premium_sound_system"", ""stability_control""]"
white,camel,front_wheel_drive,gasoline,3sp_automatic,4_cylinder_engine,zarbb42n4m6010204,73479,gateway_classic_cars,,il,used,alfa,3.7,4.2,4.3,4.3,5.0,4.0,29000.0,4.3,1991,romeo_spider_veloce,"[""alloy_wheels"", ""leather_seats""]"
black,black,all_wheel_drive,gasoline,7_speed_automatic_with_auto_shift,3.0l_v6_24v_gdi_dohc_supercharged,waubgafl0da254414,159490,autonation_usa_denver_broadway,,co,used,audi,4.6,4.8,4.9,4.4,4.8,4.7,14999.0,4.7,2013,s4_3.0t_premium_plus,"[""alloy_wheels"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""homelink"", ""leather_seats"", ""memory_seat"", ""premium_sound_system"", ""stability_control"", ""sunroof/moonroof""]"
white,tan,front_wheel_drive,gasoline,automatic_cvt,2.0l_i4_16v_gdi_dohc_turbo,wauaf78e78a167549,110598,easy_motors,,ca,used,audi,4.5,4.4,4.5,4.4,4.7,4.4,5999.0,4.5,2008,a4_2.0t,"[""alloy_wheels"", ""brake_assist"", ""stability_control""]"
basalto_brown_metallic,chocolate,all_wheel_drive,gasoline,8_speed_automatic,2.0l_i4_16v_gdi_sohc_turbo,zaspakbn1k7c41616,44228,autos_of_dallas,,tx,used,alfa,4.6,4.4,4.7,4.6,4.8,4.5,32880.0,4.3,2019,romeo_stelvio_ti,"[""alloy_wheels"", ""apple_carplay/android_auto"", ""backup_camera"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""heated_steering_wheel"", ""leather_seats"", ""memory_seat"", ""power_liftgate"", ""remote_start"", ""stability_control""]"
silverstone_gray_metallic,red/black,all_wheel_drive,gasoline,8_speed_a/t,4_cylinder_engine,zaspakbn7k7c30412,20092,infiniti_of_englewood,,nj,used,alfa,4.6,4.4,4.7,4.6,4.8,4.5,34595.0,3.7,2019,romeo_stelvio_ti,"[""alloy_wheels"", ""apple_carplay/android_auto"", ""automatic_emergency_braking"", ""backup_camera"", ""blind_spot_monitor"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""heated_steering_wheel"", ""keyless_start"", ""leather_seats"", ""memory_seat"", ""power_liftgate"", ""rear_cross_traffic_alert"", ""remote_start"", ""stability_control"", ""sunroof/moonroof""]"
